t,s_z(t),v_z(t),p_z(t),L(t)
0.1900002,-5,3.014586E-07,0.0001507293,0
0.1910002,-5,3.030617E-07,0.0001515309,0
0.1920002,-5,3.046488E-07,0.0001523244,0
0.1930002,-5,3.062518E-07,0.0001531259,0
0.1940002,-5,3.078389E-07,0.0001539194,0
0.1950002,-5,3.09442E-07,0.000154721,0
0.1960002,-5,3.11029E-07,0.0001555145,0
0.1970002,-5,3.126321E-07,0.000156316,0
0.1980002,-5,3.142191E-07,0.0001571095,0
0.1990002,-5,3.158222E-07,0.0001579111,0
0.2000002,-5,3.174092E-07,0.0001587046,0
0.2010002,-5,3.190123E-07,0.0001595061,0
0.2020002,-5,3.205993E-07,0.0001602996,0
0.2030002,-5,3.222024E-07,0.0001611012,0
0.2040002,-5,3.237894E-07,0.0001618947,0
0.2050002,-5,3.253925E-07,0.0001626962,0
0.2060002,-5,3.269795E-07,0.0001634897,0
0.2070002,-5,3.285826E-07,0.0001642913,0
0.2080002,-5,3.301696E-07,0.0001650848,0
0.2090002,-5,3.317727E-07,0.0001658863,0
0.2100002,-5,3.333597E-07,0.0001666799,0
0.2110002,-5,3.349628E-07,0.0001674814,0
0.2120003,-5,3.365498E-07,0.0001682749,0
0.2130003,-5,3.381529E-07,0.0001690765,0
0.2140003,-5,3.3974E-07,0.00016987,0
0.2150003,-5,3.413431E-07,0.0001706715,0
0.2160003,-5,3.429301E-07,0.000171465,0
0.2170003,-5,3.445332E-07,0.0001722666,0
0.2180003,-5,3.461202E-07,0.0001730601,0
0.2190003,-5,3.477233E-07,0.0001738616,0
0.2200003,-5,3.493103E-07,0.0001746551,0
0.2210003,-5,3.509134E-07,0.0001754567,0
0.2220003,-5,3.525004E-07,0.0001762502,0
0.2230003,-5,3.541035E-07,0.0001770517,0
0.2240003,-5,3.556905E-07,0.0001778452,0
0.2250003,-5,3.572936E-07,0.0001786468,0
0.2260003,-5,3.588806E-07,0.0001794403,0
0.2270003,-5,3.604837E-07,0.0001802418,0
0.2280003,-5,3.620707E-07,0.0001810354,0
0.2290003,-5,3.636738E-07,0.0001818369,0
0.2300003,-5,3.652608E-07,0.0001826304,0
0.2310003,-5,3.668639E-07,0.000183432,0
0.2320003,-5,3.684509E-07,0.0001842255,0
0.2330003,-5,3.70054E-07,0.000185027,0
0.2340003,-5,3.716411E-07,0.0001858205,0
0.2350003,-5,3.732441E-07,0.0001866221,0
0.2360003,-5,3.748312E-07,0.0001874156,0
0.2370003,-5,3.764343E-07,0.0001882171,0
0.2380003,-5,3.780213E-07,0.0001890106,0
0.2390003,-5,3.796244E-07,0.0001898122,0
0.2400003,-5,3.812114E-07,0.0001906057,0
0.2410003,-5,3.828145E-07,0.0001914072,0
0.2420003,-5,3.844015E-07,0.0001922007,0
0.2430003,-5,3.860046E-07,0.0001930023,0
0.2440003,-5,3.875916E-07,0.0001937958,0
0.2450003,-5,3.891947E-07,0.0001945973,0
0.2460003,-5,3.907817E-07,0.0001953908,0
0.2470003,-5,3.923848E-07,0.0001961924,0
0.2480003,-5,3.939718E-07,0.0001969859,0
0.2490003,-5,3.955749E-07,0.0001977874,0
0.2500003,-5,3.971619E-07,0.000198581,0
0.2510003,-5,3.98765E-07,0.0001993825,0
0.2520003,-5,4.00352E-07,0.000200176,0
0.2530003,-5,4.019551E-07,0.0002009775,0
0.2540003,-5,4.035421E-07,0.0002017711,0
0.2550003,-5,4.051452E-07,0.0002025726,0
0.2560003,-5,4.067323E-07,0.0002033661,0
0.2570002,-5,4.083354E-07,0.0002041677,0
0.2580002,-5,4.099224E-07,0.0002049612,0
0.2590002,-5,4.115255E-07,0.0002057627,0
0.2600002,-5,4.131125E-07,0.0002065562,0
0.2610002,-5,4.147156E-07,0.0002073578,0
0.2620002,-5,4.163026E-07,0.0002081513,0
0.2630002,-5,4.179057E-07,0.0002089528,0
0.2640001,-5,4.194927E-07,0.0002097463,0
0.2650001,-5,4.210958E-07,0.0002105479,0
0.2660001,-5,4.226828E-07,0.0002113414,0
0.2670001,-5,4.242859E-07,0.0002121429,0
0.2680001,-5,4.258729E-07,0.0002129364,0
0.2690001,-5,4.27476E-07,0.000213738,0
0.2700001,-5,4.29063E-07,0.0002145315,0
0.2710001,-5,4.306661E-07,0.000215333,0
0.272,-5,4.322531E-07,0.0002161266,0
0.273,-5,4.338562E-07,0.0002169281,0
0.274,-5,4.354432E-07,0.0002177216,0
0.275,-5,4.370463E-07,0.0002185232,0
0.276,-5,4.386334E-07,0.0002193167,0
0.277,-5,4.402364E-07,0.0002201182,0
0.278,-5,4.418235E-07,0.0002209117,0
0.279,-5,4.434266E-07,0.0002217133,0
0.2799999,-5,4.450136E-07,0.0002225068,0
0.2809999,-5,4.466167E-07,0.0002233083,0
0.2819999,-5,4.482037E-07,0.0002241018,0
0.2829999,-5,4.498068E-07,0.0002249034,0
0.2839999,-5,4.513938E-07,0.0002256969,0
0.2849999,-5,4.529969E-07,0.0002264984,0
0.2859999,-5,4.545839E-07,0.0002272919,0
0.2869999,-5,4.56187E-07,0.0002280935,0
0.2879998,-5,4.57774E-07,0.000228887,0
0.2889998,-5,4.593771E-07,0.0002296885,0
0.2899998,-5,4.609641E-07,0.000230482,0
0.2909998,-5,4.625672E-07,0.0002312836,0
0.2919998,-5,4.641542E-07,0.0002320771,0
0.2929998,-5,4.657573E-07,0.0002328787,0
0.2939998,-5,4.673443E-07,0.0002336722,0
0.2949997,-5,4.689474E-07,0.0002344737,0
0.2959997,-5,4.705344E-07,0.0002352672,0
0.2969997,-5,4.721375E-07,0.0002360688,0
0.2979997,-5,4.737246E-07,0.0002368623,0
0.2989997,-5,4.753277E-07,0.0002376638,0
0.2999997,-5,4.769147E-07,0.0002384573,0
0.3009997,-5,4.785178E-07,0.0002392589,0
0.3019997,-5,4.801048E-07,0.0002400524,0
0.3029996,-5,4.817079E-07,0.0002408539,0
0.3039996,-5,4.832949E-07,0.0002416474,0
0.3049996,-5,4.84898E-07,0.000242449,0
0.3059996,-5,4.86485E-07,0.0002432425,0
0.3069996,-5,4.880881E-07,0.000244044,0
0.3079996,-5,4.896751E-07,0.0002448375,0
0.3089996,-5,4.912782E-07,0.0002456391,0
0.3099996,-5,4.928652E-07,0.0002464326,0
0.3109995,-5,4.944683E-07,0.0002472342,0
0.3119995,-5,4.960553E-07,0.0002480276,0
0.3129995,-5,4.976584E-07,0.0002488292,0
0.3139995,-5,4.992455E-07,0.0002496227,0
0.3149995,-5,5.008486E-07,0.0002504243,0
0.3159995,-5,5.024356E-07,0.0002512178,0
0.3169995,-5,5.040387E-07,0.0002520193,0
0.3179995,-5,5.056257E-07,0.0002528128,0
0.3189994,-5,5.072288E-07,0.0002536144,0
0.3199994,-5,5.088158E-07,0.0002544079,0
0.3209994,-5,5.104189E-07,0.0002552094,0
0.3219994,-5,5.120059E-07,0.0002560029,0
0.3229994,-5,5.13609E-07,0.0002568045,0
0.3239994,-5,5.15196E-07,0.000257598,0
0.3249994,-5,5.167991E-07,0.0002583995,0
0.3259993,-5,5.183861E-07,0.000259193,0
0.3269993,-5,5.199892E-07,0.0002599946,0
0.3279993,-5,5.215762E-07,0.0002607881,0
0.3289993,-5,5.231793E-07,0.0002615897,0
0.3299993,-5,5.247663E-07,0.0002623831,0
0.3309993,-5,5.263694E-07,0.0002631847,0
0.3319993,-5,5.279564E-07,0.0002639782,0
0.3329993,-5,5.295595E-07,0.0002647798,0
0.3339992,-5,5.311466E-07,0.0002655733,0
0.3349992,-5,5.327497E-07,0.0002663748,0
0.3359992,-5,5.343367E-07,0.0002671683,0
0.3369992,-5,5.359398E-07,0.0002679699,0
0.3379992,-5,5.375268E-07,0.0002687634,0
0.3389992,-5,5.391299E-07,0.0002695649,0
0.3399992,-5,5.407169E-07,0.0002703584,0
0.3409992,-5,5.4232E-07,0.00027116,0
0.3419991,-5,5.43907E-07,0.0002719535,0
0.3429991,-5,5.455101E-07,0.000272755,0
0.3439991,-5,5.470971E-07,0.0002735485,0
0.3449991,-5,5.487002E-07,0.0002743501,0
0.3459991,-5,5.502872E-07,0.0002751436,0
0.3469991,-5,5.518903E-07,0.0002759451,0
0.3479991,-5,5.534773E-07,0.0002767386,0
0.3489991,-5,5.550804E-07,0.0002775402,0
0.349999,-5,5.566674E-07,0.0002783337,0
0.350999,-5,5.582705E-07,0.0002791352,0
0.351999,-5,5.598575E-07,0.0002799288,0
0.352999,-5,5.614606E-07,0.0002807303,0
0.353999,-5,5.630476E-07,0.0002815238,0
0.354999,-5,5.646507E-07,0.0002823253,0
0.355999,-5,5.662378E-07,0.0002831189,0
0.356999,-5,5.678409E-07,0.0002839204,0
0.3579989,-5,5.694279E-07,0.0002847139,0
0.3589989,-5,5.71031E-07,0.0002855155,0
0.3599989,-5,5.72618E-07,0.000286309,0
0.3609989,-5,5.742211E-07,0.0002871105,0
0.3619989,-5,5.758081E-07,0.000287904,0
0.3629989,-5,5.774112E-07,0.0002887056,0
0.3639989,-5,5.789982E-07,0.0002894991,0
0.3649988,-5,5.806013E-07,0.0002903006,0
0.3659988,-5,5.821883E-07,0.0002910941,0
0.3669988,-5,5.837914E-07,0.0002918957,0
0.3679988,-5,5.853784E-07,0.0002926892,0
0.3689988,-5,5.869815E-07,0.0002934907,0
0.3699988,-5,5.885685E-07,0.0002942843,0
0.3709988,-5,5.901716E-07,0.0002950858,0
0.3719988,-5,5.917586E-07,0.0002958793,0
0.3729987,-5,5.933617E-07,0.0002966808,0
0.3739987,-5,5.949487E-07,0.0002974744,0
0.3749987,-5,5.965518E-07,0.0002982759,0
0.3759987,-5,5.981389E-07,0.0002990694,0
0.3769987,-5,5.99742E-07,0.000299871,0
0.3779987,-5,6.01329E-07,0.0003006645,0
0.3789987,-5,6.029321E-07,0.000301466,0
0.3799987,-5,6.045191E-07,0.0003022595,0
0.3809986,-5,6.061222E-07,0.0003030611,0
0.3819986,-5,6.077092E-07,0.0003038546,0
0.3829986,-5,6.093123E-07,0.0003046561,0
0.3839986,-5,6.108993E-07,0.0003054496,0
0.3849986,-5,6.125024E-07,0.0003062512,0
0.3859986,-5,6.140894E-07,0.0003070447,0
0.3869986,-5,6.156925E-07,0.0003078462,0
0.3879986,-5,6.172795E-07,0.0003086397,0
0.3889985,-5,6.188826E-07,0.0003094413,0
0.3899985,-5,6.204696E-07,0.0003102348,0
0.3909985,-5,6.220727E-07,0.0003110363,0
0.3919985,-5,6.236597E-07,0.0003118298,0
0.3929985,-5,6.252628E-07,0.0003126314,0
0.3939985,-5,6.268498E-07,0.0003134249,0
0.3949985,-5,6.284529E-07,0.0003142265,0
0.3959984,-5,6.300399E-07,0.0003150199,0
0.3969984,-5,6.31643E-07,0.0003158215,0
0.3979984,-5,6.332301E-07,0.000316615,0
0.3989984,-5,6.348332E-07,0.0003174166,0
0.3999984,-5,6.364202E-07,0.0003182101,0
0.4009984,-5,6.380233E-07,0.0003190116,0
0.4019984,-5,6.396103E-07,0.0003198051,0
0.4029984,-5,0,0,0
0.4039983,-5,0,0,0
0.4049983,-5,0,0,0
0.4059983,-5,0,0,0
0.4069983,-5,0,0,0
0.4079983,-5,0,0,0
0.4089983,-5,0,0,0
0.4099983,-5,0,0,0
0.4109983,-5,0,0,0
0.4119982,-5,0,0,0
0.4129982,-5,0,0,0
0.4139982,-5,0,0,0
0.4149982,-5,0,0,0
0.4159982,-5,0,0,0
0.4169982,-5,0,0,0
0.4179982,-5,0,0,0
0.4189982,-5,0,0,0
0.4199981,-5,0,0,0
0.4209981,-5,0,0,0
0.4219981,-5,0,0,0
0.4229981,-5,0,0,0
0.4239981,-5,0,0,0
0.4249981,-5,0,0,0
0.4259981,-5,0,0,0
0.426998,-5,0,0,0
0.427998,-5,0,0,0
0.428998,-5,0,0,0
0.429998,-5,0,0,0
0.430998,-5,0,0,0
0.431998,-5,0,0,0
0.432998,-5,0,0,0
0.433998,-5,0,0,0
0.4349979,-5,0,0,0
0.4359979,-5,0,0,0
0.4369979,-5,0,0,0
0.4379979,-5,0,0,0
0.4389979,-5,0,0,0
0.4399979,-5,0,0,0
0.4409979,-5,0,0,0
0.4419979,-5,0,0,0
0.4429978,-5,0,0,0
0.4439978,-5,0,0,0
0.4449978,-5,0,0,0
0.4459978,-5,0,0,0
0.4469978,-5,0,0,0
0.4479978,-5,0,0,0
0.4489978,-5,0,0,0
0.4499978,-5,0,0,0
0.4509977,-5,0,0,0
0.4519977,-5,0,0,0
0.4529977,-5,0,0,0
0.4539977,-5,0,0,0
0.4549977,-5,0,0,0
0.4559977,-5,0,0,0
0.4569977,-5,0,0,0
0.4579976,-5,0,0,0
0.4589976,-5,0,0,0
0.4599976,-5,0,0,0
0.4609976,-5,0,0,0
0.4619976,-5,0,0,0
0.4629976,-5,0,0,0
0.4639976,-5,0,0,0
0.4649976,-5,0,0,0
0.4659975,-5,0,0,0
0.4669975,-5,0,0,0
0.4679975,-5,0,0,0
0.4689975,-5,0,0,0
0.4699975,-5,0,0,0
0.4709975,-5,0,0,0
0.4719975,-5,0,0,0
0.4729975,-5,0,0,0
0.4739974,-5,0,0,0
0.4749974,-5,0,0,0
0.4759974,-5,0,0,0
0.4769974,-5,0,0,0
0.4779974,-5,0,0,0
0.4789974,-5,0,0,0
0.4799974,-5,0,0,0
0.4809974,-5,0,0,0
0.4819973,-5,0,0,0
0.4829973,-5,0,0,0
0.4839973,-5,0,0,0
0.4849973,-5,0,0,0
0.4859973,-5,0,0,0
0.4869973,-5,0,0,0
0.4879973,-5,0,0,0
0.4889973,-5,0,0,0
0.4899972,-5,0,0,0
0.4909972,-5,0,0,0
0.4919972,-5,0,0,0
0.4929972,-5,0,0,0
0.4939972,-5,0,0,0
0.4949972,-5,0,0,0
0.4959972,-5,0,0,0
0.4969971,-5,0,0,0
0.4979971,-5,0,0,0
0.4989971,-5,0,0,0
0.4999971,-5,0,0,0
0.5009971,-5,0,0,0
0.5019971,-5,0,0,0
0.5029971,-5,0,0,0
0.5039971,-5,0,0,0
0.5049971,-5,0,0,0
0.5059971,-5,0,0,0
0.506997,-5,0,0,0
0.507997,-5,0,0,0
0.508997,-5,0,0,0
0.509997,-5,0,0,0
0.510997,-5,0,0,0
0.511997,-5,0,0,0
0.512997,-5,0,0,0
0.513997,-5,0,0,0
0.5149969,-5,0,0,0
0.5159969,-5,0,0,0
0.5169969,-5,0,0,0
0.5179969,-5,0,0,0
0.5189969,-5,0,0,0
0.5199969,-5,0,0,0
0.5209969,-5,0,0,0
0.5219969,-5,0,0,0
0.5229968,-5,0,0,0
0.5239968,-5,0,0,0
0.5249968,-5,0,0,0
0.5259968,-5,0,0,0
0.5269968,-5,0,0,0
0.5279968,-5,0,0,0
0.5289968,-5,0,0,0
0.5299968,-5,0,0,0
0.5309967,-5,0,0,0
0.5319967,-5,0,0,0
0.5329967,-5,0,0,0
0.5339967,-5,0,0,0
0.5349967,-5,0,0,0
0.5359967,-5,0,0,0
0.5369967,-5,0,0,0
0.5379966,-5,0,0,0
0.5389966,-5,0,0,0
0.5399966,-5,0,0,0
0.5409966,-5,0,0,0
0.5419966,-5,0,0,0
0.5429966,-5,0,0,0
0.5439966,-5,0,0,0
0.5449966,-5,0,0,0
0.5459965,-5,0,0,0
0.5469965,-5,0,0,0
0.5479965,-5,0,0,0
0.5489965,-5,0,0,0
0.5499965,-5,0,0,0
0.5509965,-5,0,0,0
0.5519965,-5,0,0,0
0.5529965,-5,0,0,0
0.5539964,-5,0,0,0
0.5549964,-5,0,0,0
0.5559964,-5,0,0,0
0.5569964,-5,0,0,0
0.5579964,-5,0,0,0
0.5589964,-5,0,0,0
0.5599964,-5,0,0,0
0.5609964,-5,0,0,0
0.5619963,-5,0,0,0
0.5629963,-5,0,0,0
0.5639963,-5,0,0,0
0.5649963,-5,0.0004990036,0.2495018,0
0.5659963,-4.999999,0.0009980073,0.4990036,0
0.5669963,-4.999997,0.001497011,0.7485054,0
0.5679963,-4.999995,0.001996014,0.9980071,0
0.5689963,-4.999993,0.002495018,1.247509,0
0.5699962,-4.99999,0.002994021,1.497011,0
0.5709962,-4.999987,0.003493025,1.746512,0
0.5719962,-4.999983,0.003992029,1.996014,0
0.5729962,-4.999979,0.004491032,2.245516,0
0.5739962,-4.999974,0.004990036,2.495018,0
0.5749962,-4.999968,0.005489039,2.744519,0
0.5759962,-4.999962,0.005988043,2.994021,0
0.5769961,-4.999955,0.006487046,3.243523,0
0.5779961,-4.999948,0.00698605,3.493025,0
0.5789961,-4.99994,0.007485054,3.742527,0
0.5799961,-4.999932,0.007984057,3.992028,0
0.5809961,-4.999924,0.008483061,4.24153,0
0.5819961,-4.999915,0.008982064,4.491032,0
0.5829961,-4.999905,0.009481068,4.740534,0
0.5839961,-4.999895,0.009980071,4.990036,0
0.584996,-4.999885,0.01047907,5.239537,0
0.585996,-4.999874,0.01097808,5.489039,0
0.586996,-4.999862,0.01147708,5.738541,0
0.587996,-4.99985,0.01197609,5.988042,0
0.588996,-4.999838,0.01247509,6.237544,0
0.589996,-4.999825,0.01297409,6.487046,0
0.590996,-4.999812,0.0134731,6.736548,0
0.591996,-4.999798,0.0139721,6.98605,0
0.5929959,-4.999784,0.0144711,7.235551,0
0.5939959,-4.999769,0.01497011,7.485053,0
0.5949959,-4.999753,0.01546911,7.734555,0
0.5959959,-4.999738,0.01596811,7.984056,0
0.5969959,-4.999721,0.01646712,8.233558,0
0.5979959,-4.999704,0.01696612,8.483059,0
0.5989959,-4.999686,0.01746512,8.73256,0
0.5999959,-4.999668,0.01796412,8.982061,0
0.6009958,-4.99965,0.01846313,9.231564,0
0.6019958,-4.99963,0.01896213,9.481065,0
0.6029958,-4.999611,0.01946113,9.730566,0
0.6039958,-4.999591,0.01996014,9.980067,0
0.6049958,-4.99957,0.02045914,10.22957,0
0.6059958,-4.999549,0.02095814,10.47907,0
0.6069958,-4.999528,0.02145714,10.72857,0
0.6079957,-4.999506,0.02195615,10.97807,0
0.6089957,-4.999484,0.02245515,11.22757,0
