t,s_z(t),v_z(t),p_z(t),L(t)
9.154069,4.149142,0.2987377,499.5323,328.1649
9.155069,4.149441,0.2987283,500.0091,328.1561
9.15607,4.14974,0.2987193,499.5323,328.1472
9.15707,4.150039,0.2987101,499.771,328.1384
9.158071,4.150338,0.2987009,499.7704,328.1296
9.159071,4.150637,0.2986919,499.5323,328.1208
9.160071,4.150936,0.2986825,500.0089,328.1118
9.161072,4.151235,0.2986735,499.7701,328.1029
9.162072,4.151534,0.2986645,499.5324,328.0941
9.163073,4.151833,0.2986552,499.7708,328.0852
9.164073,4.152132,0.2986461,499.7702,328.0764
9.165073,4.152431,0.2986369,499.7705,328.0676
9.166074,4.15273,0.2986278,499.7707,328.0587
9.167074,4.153028,0.2986186,499.7703,328.05
9.168075,4.153327,0.2986096,499.5325,328.0411
9.169075,4.153626,0.2986003,500.0085,328.032
9.170075,4.153924,0.2985913,499.5322,328.0235
9.171076,4.154223,0.298582,500.0087,328.0144
9.172076,4.154522,0.298573,499.7702,328.0058
9.173077,4.154821,0.298564,499.5324,327.997
9.174077,4.15512,0.2985548,499.7703,327.988
9.175077,4.155419,0.2985456,499.7706,327.9794
9.176078,4.155717,0.2985366,499.5322,327.9703
9.177078,4.156016,0.2985273,500.0084,327.9615
9.178079,4.156315,0.2985183,499.7704,327.9528
9.179079,4.156614,0.2985092,499.7705,327.9439
9.180079,4.156912,0.2985001,499.7703,327.9349
9.18108,4.157211,0.2984909,499.7704,327.9262
9.18208,4.15751,0.2984818,500.0087,327.9174
9.183081,4.157808,0.2984728,499.5316,327.9085
9.184081,4.158107,0.2984635,500.0087,327.8997
9.185081,4.158406,0.2984545,499.7703,327.891
9.186082,4.158704,0.2984454,499.7701,327.8821
9.187082,4.159003,0.2984364,499.5323,327.8732
9.188083,4.159301,0.2984273,499.7703,327.8643
9.189083,4.1596,0.298418,500.0083,327.8554
9.190084,4.159899,0.298409,499.7702,327.8466
9.191084,4.160197,0.2984,499.7703,327.8378
9.192084,4.160496,0.2983909,499.7704,327.829
9.193085,4.160795,0.2983817,500.0083,327.8203
9.194085,4.161093,0.2983728,499.532,327.8114
9.195086,4.161392,0.2983636,499.7703,327.8026
9.196086,4.16169,0.2983545,499.7701,327.7938
9.197086,4.161989,0.2983453,500.0082,327.7848
9.198087,4.162287,0.2983364,499.7702,327.7761
9.199087,4.162586,0.2983274,499.5319,327.7675
9.200088,4.162884,0.2983182,499.7701,327.7584
9.201088,4.163183,0.2983091,499.7703,327.7495
9.202088,4.163481,0.2983,500.0082,327.7406
9.203089,4.16378,0.2982909,500.0083,327.7318
9.204089,4.164078,0.2982819,499.7701,327.7231
9.20509,4.164377,0.2982729,499.7699,327.7141
9.20609,4.164675,0.2982638,499.7701,327.7055
9.20709,4.164974,0.2982547,499.7702,327.6967
9.208091,4.165272,0.2982457,499.7697,327.6878
9.209091,4.165571,0.2982366,499.7701,327.679
9.210092,4.165869,0.2982275,499.7703,327.6701
9.211092,4.166168,0.2982186,499.5315,327.6613
9.212092,4.166466,0.2982095,499.5316,327.6526
9.213093,4.166765,0.2982004,499.77,327.6436
9.214093,4.167063,0.2981913,500.0081,327.6346
9.215094,4.167362,0.2981824,499.5316,327.6262
9.216094,4.16766,0.2981733,499.5319,327.6172
9.217094,4.167958,0.2981641,500.0079,327.608
9.218095,4.168257,0.2981552,499.7701,327.5994
9.219095,4.168555,0.2981461,499.7698,327.5907
9.220096,4.168854,0.2981371,499.7699,327.5819
9.221096,4.169152,0.298128,499.7698,327.5729
9.222096,4.16945,0.2981191,499.5318,327.5643
9.223097,4.169749,0.29811,499.7696,327.5554
9.224097,4.170047,0.298101,499.5316,327.5466
9.225098,4.170345,0.2980918,500.0079,327.5375
9.226098,4.170644,0.2980829,499.7696,327.5289
9.227098,4.170942,0.2980739,499.7698,327.5201
9.228099,4.171241,0.2980648,499.7696,327.5113
9.229099,4.171539,0.2980559,499.5313,327.5025
9.2301,4.171837,0.2980467,500.0081,327.4934
9.2311,4.172135,0.2980379,499.5315,327.4849
9.2321,4.172434,0.2980287,500.0079,327.4757
9.233101,4.172732,0.2980197,499.7694,327.467
9.234101,4.17303,0.2980107,499.7699,327.4583
9.235102,4.173328,0.2980017,499.7695,327.4495
9.236102,4.173626,0.2979927,499.7696,327.4405
9.237103,4.173924,0.2979836,500.0081,327.4319
9.238103,4.174222,0.2979747,499.7693,327.423
9.239103,4.17452,0.2979658,499.5315,327.4143
9.240104,4.174819,0.2979567,499.7697,327.4053
9.241104,4.175117,0.2979477,499.7694,327.3963
9.242105,4.175415,0.2979386,500.0078,327.3876
9.243105,4.175713,0.2979297,499.7695,327.3789
9.244105,4.176011,0.2979207,499.7694,327.37
9.245106,4.17631,0.2979116,500.0078,327.3611
9.246106,4.176608,0.2979028,499.5311,327.3527
9.247107,4.176906,0.2978937,499.7696,327.3436
9.248107,4.177204,0.2978847,499.7697,327.3348
9.249107,4.177502,0.2978758,499.7695,327.326
9.250108,4.1778,0.2978668,499.7694,327.3172
9.251108,4.178098,0.2978578,499.7696,327.3084
9.252109,4.178396,0.2978489,499.7692,327.2994
9.253109,4.178694,0.2978397,500.0076,327.2906
9.254109,4.178992,0.2978308,499.7695,327.2819
9.25511,4.17929,0.2978219,499.769,327.2732
9.25611,4.179588,0.2978129,499.7696,327.2643
9.257111,4.179886,0.2978039,499.7694,327.2555
9.258111,4.180184,0.297795,499.7691,327.2465
9.259111,4.180482,0.297786,499.7692,327.2379
9.260112,4.18078,0.2977771,499.7695,327.229
9.261112,4.181078,0.2977682,499.5309,327.2204
9.262113,4.181376,0.2977591,499.7695,327.2114
9.263113,4.181674,0.2977502,499.5311,327.2028
9.264113,4.181972,0.2977412,499.7691,327.1938
9.265114,4.18227,0.2977323,499.7693,327.185
9.266114,4.182568,0.2977233,499.7689,327.1761
9.267115,4.182866,0.2977144,499.7695,327.1673
9.268115,4.183164,0.2977054,499.769,327.1585
9.269115,4.183462,0.2976966,499.531,327.1497
9.270116,4.18376,0.2976874,500.0074,327.1405
9.271116,4.184058,0.2976786,499.7693,327.132
9.272117,4.184356,0.2976696,499.7689,327.1233
9.273117,4.184654,0.2976607,499.7694,327.1145
9.274117,4.184951,0.2976519,499.5307,327.1058
9.275118,4.185249,0.2976429,499.7691,327.0966
9.276118,4.185547,0.2976339,499.7695,327.0881
9.277119,4.185845,0.2976251,499.5305,327.0794
9.278119,4.186143,0.297616,500.0073,327.0701
9.279119,4.18644,0.2976072,499.5309,327.0616
9.28012,4.186738,0.2975982,499.7687,327.0527
9.28112,4.187037,0.2975892,500.0074,327.0438
9.282121,4.187334,0.2975805,499.2928,327.0353
9.283121,4.187632,0.2975715,499.7686,327.0263
9.284122,4.18793,0.2975624,500.0077,327.0174
9.285122,4.188228,0.2975537,499.5306,327.0087
9.286122,4.188526,0.2975446,500.0073,326.9998
9.287123,4.188823,0.2975359,499.5309,326.9912
9.288123,4.189121,0.2975269,499.7691,326.9821
9.289124,4.189418,0.297518,499.7687,326.9732
9.290124,4.189716,0.297509,499.769,326.9645
9.291124,4.190014,0.2975,500.007,326.9557
9.292125,4.190311,0.2974913,499.5307,326.9471
9.293125,4.190609,0.2974823,499.7689,326.938
9.294126,4.190907,0.2974734,500.007,326.9291
9.295126,4.191205,0.2974646,499.5306,326.9207
9.296126,4.191503,0.2974555,500.0071,326.9115
9.297127,4.1918,0.2974468,499.7684,326.9029
9.298127,4.192098,0.2974378,499.769,326.8941
9.299128,4.192395,0.2974291,499.5306,326.8853
9.300128,4.192693,0.29742,500.0067,326.8766
9.301128,4.192991,0.2974112,499.7689,326.8677
9.302129,4.193288,0.2974023,499.7687,326.859
9.303129,4.193586,0.2973934,499.7688,326.8502
9.30413,4.193883,0.2973846,499.5306,326.8414
9.30513,4.194181,0.2973757,499.7686,326.8326
9.30613,4.194479,0.2973668,499.7686,326.8237
9.307131,4.194776,0.2973578,500.0071,326.8149
9.308131,4.195074,0.2973492,499.5305,326.8061
9.309132,4.195371,0.2973401,500.0071,326.7972
9.310132,4.195669,0.2973313,499.7684,326.7885
9.311132,4.195966,0.2973225,499.5305,326.7798
9.312133,4.196264,0.2973135,500.0069,326.7709
9.313133,4.196561,0.2973048,499.5302,326.7621
9.314134,4.196859,0.2972959,499.769,326.7533
9.315134,4.197156,0.297287,499.7687,326.7445
9.316134,4.197454,0.2972781,499.7685,326.7359
9.317135,4.197752,0.2972693,499.7687,326.7269
9.318135,4.198049,0.2972605,499.5301,326.7181
9.319136,4.198347,0.2972515,500.007,326.7093
9.320136,4.198644,0.2972428,499.5306,326.7006
9.321136,4.198942,0.2972339,499.5301,326.6919
9.322137,4.199239,0.297225,499.7685,326.683
9.323137,4.199537,0.2972162,499.7683,326.674
9.324138,4.199834,0.2972072,500.0068,326.6653
9.325138,4.200131,0.2971986,499.5305,326.6565
9.326138,4.200429,0.2971896,499.768,326.6477
9.327139,4.200727,0.2971807,500.0068,326.6389
9.328139,4.201024,0.297172,499.5301,326.6301
9.32914,4.201321,0.2971631,499.7682,326.6212
9.33014,4.201619,0.2971543,499.7685,326.6126
9.331141,4.201916,0.2971455,499.53,326.6037
9.332141,4.202213,0.2971366,500.0068,326.5946
9.333141,4.20251,0.2971279,499.5302,326.5862
9.334142,4.202808,0.2971189,500.0064,326.5771
9.335142,4.203105,0.2971103,499.5302,326.5686
9.336143,4.203403,0.2971013,500.0065,326.5594
9.337143,4.2037,0.2970925,499.7681,326.5509
9.338143,4.203997,0.2970838,499.5301,326.5421
9.339144,4.204295,0.2970748,500.0065,326.5332
9.340144,4.204592,0.2970662,499.5301,326.5246
9.341145,4.204889,0.2970572,500.0065,326.5156
9.342145,4.205186,0.2970486,499.5297,326.507
9.343145,4.205483,0.2970397,499.7683,326.498
9.344146,4.205781,0.2970308,500.0061,326.4891
9.345146,4.206078,0.2970223,499.292,326.4807
9.346147,4.206375,0.2970133,499.7685,326.4715
9.347147,4.206673,0.2970044,500.006,326.4626
9.348147,4.20697,0.2969957,499.7682,326.4542
9.349148,4.207267,0.2969869,499.7681,326.4452
9.350148,4.207564,0.2969781,499.7679,326.4362
9.351149,4.207861,0.2969693,499.7682,326.4276
9.352149,4.208158,0.2969605,499.7679,326.4187
9.353149,4.208456,0.2969517,500.0064,326.4099
9.35415,4.208753,0.2969429,499.7681,326.4012
9.35515,4.20905,0.2969342,499.7679,326.3926
9.356151,4.209347,0.2969254,499.7683,326.3835
9.357151,4.209644,0.2969166,499.7679,326.375
9.358151,4.209941,0.2969078,499.7682,326.3661
9.359152,4.210238,0.2968991,499.7681,326.3571
9.360152,4.210535,0.2968903,499.768,326.3484
9.361153,4.210832,0.2968815,499.7677,326.3397
9.362153,4.211129,0.2968726,500.0061,326.3307
9.363153,4.211426,0.296864,499.7678,326.3221
9.364154,4.211723,0.2968552,499.7681,326.3134
9.365154,4.21202,0.2968464,499.768,326.3045
9.366155,4.212317,0.2968377,499.7677,326.2957
9.367155,4.212615,0.2968289,499.7678,326.287
9.368155,4.212912,0.2968202,499.7681,326.2782
9.369156,4.213209,0.2968114,499.7682,326.2695
9.370156,4.213506,0.2968027,499.7679,326.2605
9.371157,4.213803,0.2967939,499.7677,326.252
9.372157,4.2141,0.2967852,499.7679,326.243
9.373158,4.214396,0.2967766,499.2917,326.2345
9.374158,4.214694,0.2967675,500.2443,326.2253
9.375158,4.21499,0.296759,499.5296,326.2166
9.376159,4.215287,0.2967501,500.006,326.2076
9.377159,4.215584,0.2967414,499.7677,326.1991
9.37816,4.215881,0.2967327,499.7678,326.1904
9.37916,4.216178,0.2967239,499.7681,326.1815
9.38016,4.216475,0.2967152,499.7675,326.173
9.381161,4.216772,0.2967066,499.5298,326.1639
9.382161,4.217069,0.2966976,500.0057,326.1552
9.383162,4.217366,0.296689,499.7678,326.1463
9.384162,4.217663,0.2966804,499.5296,326.1378
9.385162,4.21796,0.2966715,499.7674,326.1289
9.386163,4.218256,0.2966629,499.5297,326.1201
9.387163,4.218554,0.296654,500.006,326.111
9.388164,4.218851,0.2966454,499.7677,326.1025
9.389164,4.219147,0.2966367,499.5293,326.0938
9.390164,4.219444,0.2966278,500.0059,326.0849
9.391165,4.219741,0.2966192,499.7676,326.076
9.392165,4.220037,0.2966105,499.7675,326.0672
9.393166,4.220335,0.2966017,500.006,326.0584
9.394166,4.220631,0.2965932,499.5291,326.0499
9.395166,4.220928,0.2965844,499.7679,326.0409
9.396167,4.221225,0.2965756,500.0058,326.0321
9.397167,4.221521,0.296567,499.5292,326.0236
9.398168,4.221818,0.2965582,499.7676,326.0146
9.399168,4.222115,0.2965495,499.7671,326.0058
9.400168,4.222412,0.2965408,500.0058,325.9969
9.401169,4.222708,0.2965322,499.5292,325.9883
9.402169,4.223005,0.2965233,500.0055,325.9795
9.40317,4.223302,0.2965148,499.5294,325.9709
9.40417,4.223598,0.296506,499.7675,325.9619
9.40517,4.223895,0.2964974,499.7674,325.953
9.406171,4.224192,0.2964886,500.0055,325.9442
9.407171,4.224489,0.2964801,499.5293,325.9357
9.408172,4.224785,0.2964713,499.7675,325.9268
9.409172,4.225082,0.2964627,499.7673,325.9178
9.410172,4.225379,0.2964539,500.0058,325.9093
9.411173,4.225676,0.2964454,499.529,325.9006
9.412173,4.225972,0.2964366,499.7675,325.8917
9.413174,4.226269,0.296428,499.5292,325.883
9.414174,4.226565,0.2964193,499.7672,325.8741
9.415174,4.226862,0.2964106,499.7674,325.8652
9.416175,4.227159,0.2964019,499.7671,325.8563
9.417175,4.227455,0.2963933,499.7675,325.8477
9.418176,4.227752,0.2963846,499.7669,325.8388
9.419176,4.228048,0.296376,499.7675,325.8301
9.420177,4.228345,0.2963672,500.0056,325.8212
9.421177,4.228642,0.2963586,499.7672,325.8124
9.422177,4.228938,0.29635,499.7673,325.8038
9.423178,4.229235,0.2963413,499.7671,325.7951
9.424178,4.229531,0.2963327,499.7672,325.7863
9.425179,4.229828,0.296324,499.7671,325.7776
9.426179,4.230124,0.2963154,499.5291,325.769
9.427179,4.230421,0.2963068,499.529,325.7602
9.42818,4.230718,0.2962981,499.7673,325.7512
9.42918,4.231014,0.2962894,499.7671,325.7424
9.430181,4.231311,0.2962808,499.7669,325.7337
9.431181,4.231607,0.2962721,499.7673,325.7249
9.432181,4.231904,0.2962634,500.0052,325.716
9.433182,4.232201,0.2962548,499.7671,325.7074
9.434182,4.232497,0.2962462,499.7672,325.6986
9.435183,4.232793,0.2962376,499.5288,325.6899
9.436183,4.23309,0.2962289,499.7671,325.681
9.437183,4.233387,0.2962203,499.7669,325.6724
9.438184,4.233683,0.2962117,499.7672,325.6636
9.439184,4.233979,0.2962031,499.5289,325.655
9.440185,4.234276,0.2961944,500.0049,325.6458
9.441185,4.234572,0.2961859,499.5288,325.6373
9.442185,4.234869,0.2961772,499.767,325.6283
9.443186,4.235165,0.2961686,499.7671,325.6197
9.444186,4.235462,0.29616,499.7667,325.6108
9.445187,4.235758,0.2961513,499.767,325.6022
9.446187,4.236054,0.2961428,499.5289,325.5934
9.447187,4.236351,0.2961341,500.0048,325.5844
9.448188,4.236647,0.2961255,499.7669,325.5757
9.449188,4.236943,0.2961169,499.7667,325.5668
9.450189,4.23724,0.2961082,500.0053,325.5581
9.451189,4.237536,0.2960997,499.7665,325.5494
9.452189,4.237832,0.2960911,499.7668,325.5406
9.45319,4.238128,0.2960825,499.7668,325.5318
9.45419,4.238424,0.2960739,499.7669,325.5231
9.455191,4.23872,0.2960654,499.7668,325.5142
9.456191,4.239017,0.2960567,499.7665,325.5055
9.457191,4.239313,0.2960481,500.0049,325.4966
9.458192,4.239609,0.2960396,499.767,325.4879
9.459192,4.239905,0.296031,499.7669,325.4792
9.460193,4.240201,0.2960224,499.7664,325.4704
9.461193,4.240498,0.2960138,499.7668,325.4617
9.462193,4.240794,0.2960051,500.0047,325.4528
9.463194,4.24109,0.2959966,499.7667,325.4442
9.464194,4.241386,0.295988,499.7666,325.4355
9.465195,4.241683,0.2959795,499.7667,325.4265
9.466195,4.241979,0.2959709,499.7666,325.418
9.467196,4.242275,0.2959623,499.7665,325.4091
9.468196,4.242571,0.2959538,499.7667,325.4004
9.469196,4.242867,0.2959452,499.7666,325.3916
9.470197,4.243163,0.2959366,499.7667,325.3828
9.471197,4.243459,0.2959281,499.7664,325.374
9.472198,4.243755,0.2959195,499.7667,325.365
9.473198,4.244051,0.2959108,500.005,325.3565
9.474198,4.244348,0.2959024,499.7662,325.3477
9.475199,4.244644,0.2958938,499.7668,325.3389
9.476199,4.24494,0.2958853,499.5283,325.3304
9.4772,4.245236,0.2958767,499.7665,325.3214
9.4782,4.245532,0.2958682,499.7665,325.3126
9.4792,4.245828,0.2958597,499.5284,325.3039
9.480201,4.246124,0.2958509,500.0043,325.295
9.481201,4.24642,0.2958425,499.7665,325.2863
9.482202,4.246716,0.2958341,499.5282,325.2777
9.483202,4.247013,0.2958254,499.7664,325.2688
9.484202,4.247309,0.295817,499.5283,325.2602
9.485203,4.247605,0.2958083,500.0045,325.2513
9.486203,4.2479,0.2957999,499.5283,325.2426
9.487204,4.248197,0.2957913,499.7663,325.2337
9.488204,4.248493,0.2957827,499.7662,325.225
9.489204,4.248789,0.2957742,499.7663,325.2162
9.490205,4.249085,0.2957657,499.7663,325.2075
9.491205,4.249381,0.2957572,499.7665,325.1988
9.492206,4.249677,0.2957487,499.5279,325.1901
9.493206,4.249973,0.2957401,500.005,325.181
9.494206,4.250268,0.2957317,499.5276,325.1726
9.495207,4.250565,0.295723,500.0046,325.1635
9.496207,4.250861,0.2957146,499.7662,325.1551
9.497208,4.251156,0.2957062,499.5279,325.1462
9.498208,4.251452,0.2956976,499.7663,325.1373
9.499208,4.251749,0.295689,499.7661,325.1288
9.500209,4.252045,0.2956806,499.7663,325.1199
9.501209,4.252341,0.2956721,499.7661,325.1111
9.50221,4.252636,0.2956636,499.5283,325.1024
9.50321,4.252933,0.295655,499.7658,325.0937
9.50421,4.253228,0.2956465,499.7664,325.0848
9.505211,4.253524,0.295638,499.7661,325.0761
9.506211,4.25382,0.2956294,500.0046,325.0672
9.507212,4.254116,0.2956211,499.5276,325.0587
9.508212,4.254411,0.2956125,499.7663,325.0498
9.509212,4.254707,0.295604,500.0043,325.0408
9.510213,4.255003,0.2955956,499.528,325.0325
9.511213,4.255299,0.295587,500.0042,325.0235
9.512214,4.255595,0.2955787,499.5279,325.015
9.513214,4.25589,0.2955702,499.7663,325.0058
9.514215,4.256186,0.2955616,499.7657,324.9972
9.515215,4.256482,0.2955531,500.0043,324.9884
9.516215,4.256778,0.2955447,499.7659,324.9798
9.517216,4.257073,0.2955362,499.766,324.9709
9.518216,4.257369,0.2955278,499.7662,324.962
9.519217,4.257665,0.2955192,499.7661,324.9535
9.520217,4.25796,0.2955108,499.7656,324.9447
9.521217,4.258256,0.2955022,500.0045,324.9358
9.522218,4.258552,0.2954938,499.7656,324.9272
9.523218,4.258847,0.2954854,499.7661,324.9183
9.524219,4.259143,0.2954769,499.7657,324.9098
9.525219,4.259439,0.2954684,499.7662,324.9009
9.526219,4.259734,0.29546,499.7659,324.8921
9.52722,4.26003,0.2954515,499.7658,324.8834
9.52822,4.260325,0.295443,500.0042,324.8745
9.529221,4.260621,0.2954346,499.7658,324.8658
9.530221,4.260917,0.2954262,499.7661,324.8572
9.531221,4.261212,0.2954177,499.7657,324.8484
9.532222,4.261508,0.2954093,499.7661,324.8396
9.533222,4.261804,0.2954008,499.7656,324.8309
9.534223,4.262099,0.2953924,499.7659,324.8221
9.535223,4.262395,0.2953839,499.7659,324.8134
9.536223,4.262691,0.2953755,499.7658,324.8047
9.537224,4.262986,0.2953672,499.5275,324.7959
9.538224,4.263282,0.2953586,499.7659,324.7873
9.539225,4.263577,0.2953502,499.7655,324.7784
9.540225,4.263873,0.2953418,499.7659,324.7696
9.541225,4.264169,0.2953333,499.7656,324.7609
9.542226,4.264464,0.2953249,499.7659,324.7521
9.543226,4.26476,0.2953166,499.5274,324.7433
9.544227,4.265055,0.2953081,499.7658,324.7345
9.545227,4.265351,0.2952995,500.0037,324.7256
9.546227,4.265646,0.2952912,499.7656,324.7171
9.547228,4.265942,0.2952828,499.5274,324.7085
9.548228,4.266237,0.2952743,499.7657,324.6995
9.549229,4.266533,0.2952659,499.7657,324.6909
9.550229,4.266829,0.2952575,499.7653,324.6822
9.551229,4.267124,0.2952492,499.5276,324.6736
9.55223,4.267419,0.2952406,500.0038,324.6646
9.55323,4.267715,0.2952324,499.5274,324.656
9.554231,4.26801,0.2952238,500.0035,324.6469
9.555231,4.268305,0.2952156,499.5276,324.6385
9.556231,4.268601,0.295207,500.0036,324.6294
9.557232,4.268897,0.2951987,499.7654,324.6209
9.558232,4.269192,0.2951904,499.5271,324.6123
9.559233,4.269487,0.2951819,499.766,324.6035
9.560233,4.269783,0.2951735,499.7653,324.5946
9.561234,4.270078,0.295165,500.0037,324.5858
9.562234,4.270373,0.2951567,499.7652,324.5771
9.563234,4.270669,0.2951483,499.7654,324.5684
9.564235,4.270964,0.2951398,500.0037,324.5596
9.565235,4.271259,0.2951316,499.5272,324.5512
9.566236,4.271554,0.2951231,499.7652,324.5422
9.567236,4.27185,0.2951148,499.7653,324.5335
9.568236,4.272145,0.2951064,499.7655,324.5245
9.569237,4.27244,0.2950979,500.0035,324.516
9.570237,4.272736,0.2950897,499.5274,324.5074
9.571238,4.273031,0.2950813,499.7652,324.4984
9.572238,4.273326,0.2950728,500.0036,324.4896
9.573238,4.273622,0.2950646,499.5268,324.4812
9.574239,4.273917,0.2950561,499.7654,324.4723
9.575239,4.274212,0.2950477,500.0036,324.4634
9.57624,4.274508,0.2950395,499.527,324.455
9.57724,4.274803,0.2950311,499.7655,324.4459
9.57824,4.275098,0.2950228,499.5271,324.4375
9.579241,4.275393,0.2950142,500.0034,324.4284
9.580241,4.275688,0.2950059,499.765,324.4199
9.581242,4.275983,0.2949976,499.7651,324.4111
9.582242,4.276278,0.2949893,499.5271,324.4023
9.583242,4.276574,0.2949809,499.7652,324.3936
9.584243,4.276869,0.2949724,500.0034,324.3846
9.585243,4.277164,0.2949642,499.7649,324.3762
9.586244,4.277459,0.2949557,500.0033,324.3672
9.587244,4.277754,0.2949475,499.7649,324.3586
9.588244,4.278049,0.2949391,499.7654,324.3499
9.589245,4.278345,0.2949308,499.7648,324.3411
9.590245,4.27864,0.2949224,499.765,324.3324
9.591246,4.278935,0.2949141,499.7648,324.3237
9.592246,4.27923,0.2949059,499.5268,324.3151
9.593246,4.279525,0.2948974,499.7649,324.3062
9.594247,4.27982,0.2948891,499.765,324.2976
9.595247,4.280116,0.2948809,499.5269,324.2887
9.596248,4.280411,0.2948724,500.0031,324.2799
9.597248,4.280706,0.2948643,499.5269,324.2713
9.598248,4.281001,0.2948559,499.527,324.2627
9.599249,4.281296,0.2948475,499.7647,324.2537
9.600249,4.281591,0.2948392,499.765,324.2449
9.60125,4.281887,0.2948309,499.7652,324.2363
9.60225,4.282182,0.2948226,499.7646,324.2275
9.603251,4.282477,0.2948143,499.765,324.2188
9.604251,4.282772,0.294806,499.5264,324.2101
9.605251,4.283067,0.2947976,500.0032,324.2011
9.606252,4.283362,0.2947893,499.7648,324.1926
9.607252,4.283657,0.2947811,499.5265,324.184
9.608253,4.283952,0.2947727,500.0033,324.1749
9.609253,4.284246,0.2947645,499.5263,324.1664
9.610253,4.284542,0.294756,500.003,324.1574
9.611254,4.284837,0.2947478,499.7647,324.1489
9.612254,4.285132,0.2947395,499.7647,324.1402
9.613255,4.285427,0.2947313,499.5267,324.1316
9.614255,4.285722,0.2947228,500.0031,324.1224
9.615255,4.286017,0.2947146,499.7645,324.114
9.616256,4.286312,0.2947064,499.5264,324.1054
9.617256,4.286606,0.294698,499.7647,324.0963
9.618257,4.286901,0.2946896,500.0026,324.0877
9.619257,4.287196,0.2946814,499.7646,324.0791
9.620257,4.287491,0.2946732,499.7648,324.0703
9.621258,4.287786,0.2946648,500.0028,324.0614
9.622258,4.288081,0.2946567,499.526,324.053
9.623259,4.288375,0.2946483,499.7646,324.0441
9.624259,4.28867,0.2946401,499.7647,324.0352
9.625259,4.288965,0.2946317,499.7643,324.0267
9.62626,4.28926,0.2946234,500.0028,324.018
9.62726,4.289555,0.2946153,499.5262,324.0092
9.628261,4.28985,0.2946068,500.0029,324.0005
9.629261,4.290144,0.2945988,499.5258,323.992
9.630261,4.290439,0.2945905,499.5264,323.983
9.631262,4.290734,0.2945822,499.7643,323.9742
9.632262,4.291029,0.2945738,500.0026,323.9654
9.633263,4.291324,0.2945657,499.5259,323.9571
9.634263,4.291618,0.2945574,499.7646,323.9482
9.635263,4.291913,0.2945492,499.7641,323.9393
9.636264,4.292208,0.2945409,499.7643,323.9306
9.637264,4.292502,0.2945326,499.7646,323.9219
9.638265,4.292797,0.2945244,499.7643,323.9132
9.639265,4.293092,0.2945161,499.7639,323.9045
9.640265,4.293386,0.2945079,499.7644,323.8957
9.641266,4.293681,0.2944997,499.7643,323.8869
9.642266,4.293976,0.2944913,500.0027,323.8782
9.643267,4.294271,0.2944832,499.7639,323.8696
9.644267,4.294565,0.2944749,499.7644,323.8608
9.645267,4.29486,0.2944667,499.7642,323.8522
9.646268,4.295155,0.2944584,499.7639,323.8434
9.647268,4.295449,0.2944502,499.7643,323.8347
9.648269,4.295744,0.294442,499.7639,323.8257
9.649269,4.296039,0.2944338,499.7643,323.8174
9.65027,4.296333,0.2944256,499.7641,323.8086
9.65127,4.296628,0.2944174,499.526,323.8001
9.65227,4.296923,0.2944092,499.7641,323.791
9.653271,4.297217,0.294401,499.5261,323.7825
9.654271,4.297512,0.2943927,499.7639,323.7735
9.655272,4.297807,0.2943845,499.7643,323.7648
9.656272,4.298101,0.2943763,499.7639,323.7561
9.657272,4.298396,0.2943681,499.7641,323.7474
9.658273,4.298691,0.2943599,499.764,323.7385
9.659273,4.298985,0.2943516,499.7642,323.7301
9.660274,4.29928,0.2943434,499.7637,323.7213
9.661274,4.299575,0.2943352,499.7643,323.7126
9.662274,4.29987,0.2943271,499.7641,323.7038
9.663275,4.300164,0.2943188,499.7639,323.6952
9.664275,4.300458,0.2943107,499.5257,323.6866
9.665276,4.300753,0.2943026,499.5259,323.6776
9.666276,4.301047,0.2942942,500.0019,323.6687
9.667276,4.301342,0.2942861,499.764,323.6602
9.668277,4.301636,0.294278,499.5258,323.6515
9.669277,4.301931,0.2942695,500.2405,323.6424
9.670278,4.302225,0.2942616,499.5255,323.6339
9.671278,4.30252,0.2942533,499.7639,323.6252
9.672278,4.302814,0.2942452,499.7639,323.6165
9.673279,4.303109,0.294237,499.7637,323.6079
9.674279,4.303404,0.2942288,499.7639,323.5992
9.67528,4.303698,0.2942207,499.5258,323.5906
9.67628,4.303992,0.2942124,499.764,323.5815
9.67728,4.304287,0.2942042,500.0018,323.5728
9.678281,4.304581,0.2941961,499.5252,323.5644
9.679281,4.304875,0.2941879,499.7639,323.5555
9.680282,4.30517,0.2941796,500.0018,323.5467
9.681282,4.305464,0.2941715,499.7638,323.5382
9.682282,4.305758,0.2941634,499.7631,323.5294
9.683283,4.306053,0.2941552,499.7635,323.5206
9.684283,4.306347,0.294147,500.0018,323.5119
9.685284,4.306642,0.294139,499.5252,323.5035
9.686284,4.306936,0.2941307,499.7642,323.4945
9.687284,4.30723,0.2941225,500.0014,323.4857
9.688285,4.307525,0.2941145,499.5254,323.4774
9.689285,4.307819,0.2941064,499.5251,323.4684
9.690286,4.308114,0.294098,500.002,323.4596
9.691286,4.308408,0.2940901,499.5254,323.4512
9.692286,4.308702,0.2940817,500.0016,323.4423
9.693287,4.308997,0.2940738,499.5251,323.4338
9.694287,4.309291,0.2940656,499.764,323.4248
9.695288,4.309585,0.2940575,499.5251,323.4162
9.696288,4.309879,0.2940493,499.7634,323.4074
